Date,Year,UDP,macromedia-fcs,domain,https,http,unknown,smtp,lansource,valisys-lm
2008-03-19,2008,0.162277497791,0.159265335893,0.935692566638,1.02941395709,50.0398599253,28.070903414,1.92140184184,0.00119876197095,0.067566583817
2008-04-30,2008,0.984863115762,0.260452898802,1.23118688803,1.77077553066,53.8705347235,25.1775095264,1.4690601827,0.00111593101314,0.70411647152
2008-05-15,2008,1.28625813521,0.288110898652,1.53931247387,1.87510543931,51.2422618061,26.898513584,2.16491820878,0.00110819495326,0.375559353982
2008-06-19,2008,1.7304725768,0.234375247603,1.45146135905,1.98786391571,55.324678929,24.727942006,1.63799705699,0.0663415062015,0.287371361078
2008-07-17,2008,1.84220143984,0.379683462352,1.34373668004,1.60458923907,46.1036497656,32.8220082472,1.6116704795,0.00379485038802,0.0115209673545
2008-08-21,2008,1.90649313585,0.105989048588,2.27480414416,3.120196845,43.8632128814,31.753867409,2.09438451385,0.000124737023171,0.198082392795
2008-09-18,2008,3.06851389937,0.0691724884055,1.71427277234,3.62067770965,46.516200141,29.3319242972,1.90917183685,0.000267764471247,0.414432460373
2008-10-16,2008,2.25424267747,0.0928947963147,1.34901113686,3.19655330085,51.0441926956,30.3784378958,1.70277344181,0.000854053997235,0.071898207275
2008-11-20,2008,0.805913699162,0.126014107152,2.08284824965,4.80838577488,49.305780265,26.1213900716,2.12054693179,0.0,0.944704083462
2008-12-18,2008,1.85148607417,0.039487264312,1.33692236496,2.69260159859,34.9628366473,38.7281003314,1.8429898733,0.781801003923,0.0189826535341
2009-01-15,2009,0.696443259233,0.334582808098,0.632342232251,1.6332797112,68.0306711998,19.3991483868,0.796008090474,0.221806533761,0.125224746553
2009-02-19,2009,0.739243758685,0.265300759682,4.58492110025,1.51147256126,41.4192722616,26.7173331671,2.69167427506,1.49995146937,0.000473469529474
2009-03-31,2009,0.18197603206,0.104996225863,1.34409902082,4.18051794257,35.0012053714,20.1137813576,5.45557395462,0.255700325539,0.0719301970548
2009-04-16,2009,0.324451746144,0.0542902862909,2.3196396743,2.44984717818,46.5936468421,28.9546388653,3.80289998356,1.32271458439,2.28869628144
2009-05-21,2009,0.180221961856,0.128539347784,2.71826791642,3.59057475753,61.2329948578,16.4294245916,4.97101803033,1.91699212393,1.76334374797
2009-06-18,2009,0.332092775514,0.187561242557,2.77392068046,2.88572945268,63.9746910348,16.7855329359,3.37485904527,0.36117566969,1.29382840804
2009-07-16,2009,0.274934323832,0.281499224705,3.22235753816,3.16963657299,61.7297784369,17.0661659753,4.95586384551,0.414970022614,1.54587119727
2009-08-20,2009,0.19531155694,0.702576677807,1.7966731851,1.98070681883,60.1527865437,15.6213376928,4.49095869245,0.253701538557,4.30437286814
2009-09-17,2009,0.442067268516,0.652659949877,3.96983769338,3.21778790342,48.3042654304,20.5192834695,5.81353595921,3.59553622492,1.90272980721
2009-10-15,2009,0.0717985154161,0.362156774475,3.19955010866,2.5396423594,62.0833363297,16.0331607887,5.55181445146,1.47828425711,1.45860870241
2009-11-19,2009,0.230464876621,0.845187667199,3.18333238469,2.74739821275,47.7755992199,26.264308332,2.22556162356,2.44080447202,1.00482236848
2009-12-17,2009,0.695741492393,0.659142363055,1.69849796378,1.55456790949,48.8849597867,22.3434700987,2.71907661988,9.27690463659,1.92929127775
2010-01-21,2010,0.528431343777,0.191706640984,2.01189424903,1.18575651506,47.2916121967,26.4412597646,2.39847568459,4.35657802062,0.713584909184
2010-02-25,2010,2.1019570603,0.0884943251868,2.00037816393,1.20729950559,47.7017124185,29.2485763714,3.04270799078,2.17751550261,0.000446064926733
2010-03-25,2010,0.185551920773,0.539655343,1.75127876133,2.3576008757,62.8184339512,16.852951477,4.37597860381,0.642560883488,2.02988147606
2010-04-14,2010,0.182120414789,0.407720316359,1.03466439732,2.69620879381,56.1482942071,13.9189468032,3.59668594674,3.49812817125,3.36326806818
2010-06-17,2010,0.34475517867,1.78815914021,1.92942384492,4.91920598218,67.0207483567,16.3230290271,0.88025086944,0.132797214131,0.469379965024
2010-07-15,2010,0.24642816983,1.59298487737,1.31564931226,4.46790989662,69.1031615848,15.8598495864,1.03121892958,0.472289904589,0.39589634346
2010-08-19,2010,0.325459216906,0.179794333184,1.31331990285,1.04815276814,64.5371660607,20.7286489926,0.250413770397,2.20995561942,3.18775942869
2010-09-16,2010,0.252013120988,0.632070967577,0.998114763882,2.68827317061,65.9158048647,19.685104823,0.240343626644,0.969580452371,1.36415856019
2010-10-29,2010,1.47624310368,0.114675017549,3.3889650037,2.53550621092,46.9429928671,28.6764435366,0.509507320512,4.27387940765,2.26932919714
2010-12-17,2010,0.130331561977,1.06649561748,0.719297446636,3.95028710558,65.5290228623,22.2804347496,0.467853891198,0.0188554862436,0.352117365307
2011-01-20,2011,0.0705760341776,0.879439896459,0.847015177001,4.67131061885,57.9589025363,28.6774318389,0.792807424701,0.00673654553985,0.218673725499
2011-02-17,2011,0.550484662847,0.832226455407,1.81951429724,2.43584047092,52.3681869891,25.7635882067,0.835436795301,1.16560942099,2.12898712398
2011-03-24,2011,0.442773626737,0.807801702819,1.30769482804,3.35538438255,55.1552024614,24.0626457827,0.376090005726,0.627284740934,0.573597717092
2011-04-13,2011,1.12363967304,0.447741029723,1.8807260437,5.6137713315,49.3881406891,21.1323690711,1.07856789022,0.680605546971,1.85327334618
2011-05-19,2011,2.68230447989,0.232859332875,1.77453328508,4.6719881588,56.3720056441,22.5380508375,0.622740636221,0.459497155591,1.60830103976
2011-07-21,2011,2.62396145003,2.54273012782,1.48269538344,3.97170686913,53.7672412944,21.1149706033,3.38176841913,1.90324379331,1.87259856995
2011-08-25,2011,2.24575408577,1.25631547519,2.35475587339,6.12222930184,61.0408122182,18.2276218688,1.92237456202,0.572920345225,0.430946083395
2011-09-15,2011,0.110972375871,0.993933637862,1.7865293332,4.26560677007,64.1553039513,21.2683102367,1.01523847263,0.0197199061613,0.154011810154
2011-10-20,2011,0.110724458216,1.161084726,0.961080238401,4.5285086294,63.9209131673,21.4405953305,1.09028775194,0.0503571490965,0.185197620071
2011-11-17,2011,0.106071875202,1.70313516492,0.769286894819,5.40055881437,61.9388995835,19.9502728853,0.721228967693,0.0561355176479,0.36614447433
2011-12-22,2011,0.109390450126,0.89671903888,0.625874561008,5.04300244098,67.6246428212,18.9194811455,0.477011093792,0.0210464013162,0.366136211496
2012-01-19,2012,0.18082630976,0.882376595427,0.791255552314,5.82875867085,67.763086401,17.0853782085,0.635088798752,0.0166797252044,0.118139067235
2012-02-16,2012,0.331218917596,0.89880778912,0.690164820866,6.18223664054,68.2394383872,16.0963146673,0.427607444297,0.00686120373929,0.035018871033
2012-03-15,2012,0.24152631574,1.22405940131,0.775750862628,9.12924574123,66.3237769531,15.0443927229,0.537238264092,0.0290397556093,0.362910600168
2012-05-17,2012,0.0686074492712,1.04919762236,0.621308696306,5.55300158315,75.2757638193,12.6524009151,0.52057708084,0.0280051526169,0.0408630985191
2012-06-21,2012,0.146376609756,1.10533970304,1.75195835728,6.09323321988,70.0162967198,16.0227640679,0.393872563453,0.025290483387,0.0698430847854
2012-07-19,2012,0.109203452047,1.51821764122,0.870731038755,5.92285260114,75.0016092098,11.2516691219,0.37611936633,0.0140917263444,0.00623878256991
2012-08-16,2012,0.195489930719,1.93461824542,1.01547744641,6.25404811212,65.5431882355,19.261234255,0.700796979642,0.0364686982247,0.0174259296936
2012-09-20,2012,0.17878450703,1.96457021399,0.510120749606,7.56794466519,73.365828536,10.5205213854,0.449690065819,0.0169344340129,0.0
2012-10-18,2012,0.0654505829548,2.99005340904,0.740763627844,10.7810813329,66.910548802,13.6714170291,0.269909907981,0.31590960679,0.023781412448
2012-11-15,2012,0.169015108115,1.13656146946,0.381084040391,4.2306743195,83.6524980858,7.07707179238,0.223540156776,0.0549730033816,0.045691381559
2012-12-20,2012,0.0590517069092,0.781306461959,0.845352933096,7.00802211514,76.0027737466,10.8641422259,0.157035761452,0.0103324897939,0.00736119746635
2013-01-17,2013,0.587551809034,1.91126650974,1.21404636469,12.7233689457,61.890315621,15.7385559633,0.31917128124,0.066358345165,0.0312599618475
2013-02-21,2013,0.0301332300533,1.5308487633,0.896610278795,11.0726209273,67.6964072881,14.3186749384,0.679951726063,0.0351467038296,0.0352305236628
2013-03-21,2013,0.125797379185,0.652916400285,0.36249681295,4.56111433398,84.1232657907,8.32736941055,0.173092977995,0.00345333833544,0.00152485069357
2013-04-25,2013,0.0967653762564,1.63948775453,0.770370883217,11.8547576097,63.2874195369,16.5423140586,0.400101017012,0.0565316570891,0.0
2013-05-29,2013,0.217613812641,0.268357577332,0.735725856811,12.5355599118,60.9541486919,14.0941393742,0.63180098225,0.316098708956,0.0195354684379
2013-06-20,2013,0.18464663893,0.314504570944,0.79768878623,12.4369668972,69.18930107,11.9469506171,0.673250587892,0.0355935269317,6.95729611644e-06
2013-07-18,2013,0.198596436977,0.577208740433,0.8210787282,8.90545177164,64.1517588003,13.5804311422,0.795513853972,0.242733586803,0.042552824396
2013-08-15,2013,0.310872745295,0.378000313105,0.779746359515,12.32932553,54.0651075173,17.619334113,3.77057136441,0.668249787088,2.14602198879e-05
2013-09-19,2013,0.470865985201,0.0878356743534,0.952544265917,11.996308265,63.9443993827,17.6146330952,0.0683166356082,0.473085351123,0.00337647123095
2013-10-24,2013,0.186381062525,0.50773076063,0.690420624343,10.4607986853,52.3155663631,30.2528304739,0.121897679577,0.558399073225,0.0070005494697
2013-11-21,2013,0.05744319439,0.372720400852,0.482382401318,25.2678000552,52.8415865991,18.3406373068,0.0528373736523,0.239159958482,0.0109001637783
2013-12-19,2013,0.41618844634,0.22952782054,0.55714797917,13.201427926,63.4371974971,16.5509969851,0.128395319476,0.900049664963,0.00321055558934
2014-03-20,2014,0.103610110732,1.78815316007,1.02116922349,12.4969432546,55.3191489362,17.0061318897,0.0914380509436,0.217847603615,0.0132087101145
2014-06-19,2014,0.107964093455,0.347722847428,0.861413456919,15.9016980561,64.6451484966,13.9097430094,0.207568683831,0.494535551821,0.0
2014-09-18,2014,0.0923880369024,0.538529214699,0.681206462351,14.150611823,71.3577305678,10.1374646559,0.101193427547,1.04878892843,0.00295036685111
2014-12-18,2014,1.16391778999,0.215212831016,0.578264989942,33.3567211382,49.6959230354,10.9114526279,0.123634118861,1.25716421455,0.00819828716065
2015-02-19,2015,0.763074260949,0.156939559093,0.364346545672,43.6028500019,36.9278100553,13.0010375042,0.165430049931,0.78783871396,5.63112877979e-05
2015-05-21,2015,0.119412698672,0.323841064438,0.652556258476,41.3825131388,56.31613841,13.1448878481,0.14835849258,0.0984907928665,0.0
2015-09-17,2015,1.24599637917,0.151369271177,0.835069266901,42.5505809582,39.0966394501,10.5881574409,0.10133756108,0.0767619850795,0.00632400815637
