Date,Year,unknown,GRE,ICMP,TCP,UDP,ESP,ENCAP,Compaq-Peer
2012-09-20,2012,0.0140184209199,0.579021486989,0.109452608178,93.1039921184,6.12521031177,0.0248995748351,0.042265170317,0.000255292975069
2012-10-18,2012,0.0349787475674,0.114387985655,0.258371969512,90.4338751441,8.56456854192,0.492682745253,0.0286167635724,0.0720984304754
2012-11-15,2012,0.0122130375179,0.572794326499,0.0710205333127,95.2341703015,3.84373103136,0.262422626573,0.0018348225379,0.0014370387455
2012-12-20,2012,0.01267398039,0.130231773896,0.085472201331,91.1273906198,8.60410183009,0.0359766444575,0.00289022873838,0.000548738142346
2013-01-17,2013,0.0186038662886,0.0974459939744,0.164446056661,88.4467851289,11.1428959345,0.104908931074,0.0190316779695,0.00275700861001
2013-02-21,2013,0.0193728589599,0.089729131494,0.220624278593,89.5302165522,10.0077632882,0.0828611439071,0.0394477090232,0.00941925376145
2013-03-21,2013,0.0181412383985,0.0363777799654,0.0607753910625,94.6561635474,5.20667276906,0.0191475277349,0.00186401785152,0.000210227577239
2013-04-25,2013,0.025440116927,0.0957082755074,0.134577056894,88.2703403899,10.8027623088,0.646434532763,0.0188187166309,0.00346171454075
2013-05-29,2013,0.00993291574465,0.0423598845873,0.118218582584,87.8527488188,11.8567666208,0.106134636305,0.0101531577789,0.00116728278152
2013-06-20,2013,0.00825831049021,0.0622469283538,0.128334284164,90.5349464984,9.19500605285,0.0616486008878,0.00720775877663,0.000480053432034
2013-07-18,2013,0.011836818794,0.0282856006219,0.255665332073,89.0342035123,10.505429674,0.0547795033745,0.0201897806199,0.000970503012541
2013-08-15,2013,0.0274905416763,0.156777636391,0.265656061992,84.3980231275,14.881857734,0.21436613646,0.0378987483219,0.000461394727589
2013-09-19,2013,0.0200406845814,0.015355356525,0.575527108891,86.4132410027,12.7517462806,0.0734003113941,0.0183998713147,0.000976900384235
2013-10-24,2013,0.0115141904565,0.0212953777575,0.333167408888,78.4464831002,21.1207752418,0.0569443296724,0.0087531345817,0.000391639131172
2013-11-21,2013,0.0151883417064,0.0564233937911,0.232715153058,87.2422527128,12.2909878967,0.157392012103,0.00230708987946,0.000309283788188
2013-12-19,2013,0.0186714433994,0.0668925534661,0.563022040374,86.6296591843,12.6345855038,0.0721029802745,0.0106988626203,0.000493241780484
2014-03-20,2014,0.0193324987955,0.0339142556995,0.291971534543,77.7435088183,21.7776891705,0.122468908385,0.0102978509209,0.00080323237183
2014-06-19,2014,0.0127016580536,0.19850828172,0.374579246893,88.4561844082,10.266546773,0.680795195594,0.00903475946342,0.00148727355405
2014-09-18,2014,0.0113568346536,0.0375403015956,0.196174462921,90.6064682679,8.8856489336,0.020378308504,0.143217455667,0.00161646859871
2014-12-18,2014,0.0162095411541,0.00816711496612,0.254666438555,89.4545608895,9.97901955447,0.196145838696,0.0282731804361,0.062817167338
2015-02-19,2015,0.018538927305,0.115563276181,0.260771316982,85.8909690835,13.1290643454,0.477795020155,0.041808002785,0.0649144012114
2015-05-21,2015,0.0255248641449,0.0736195209933,0.11215365259,89.4403824766,10.2831897111,0.0491793418952,0.012891064594,0.00175913664633
2015-09-17,2015,0.0232880933269,0.00468963895984,0.144731730971,85.0596574776,9.88717982791,0.0944932231382,4.2459444129,0.522451129526
