,Date,0-100,101-200,201-300,301-400,401-500,501-600,601-700,701-800,801-900,901-1000,1001-1100,1101-1200,1201-1300,1301-1400,1401-1500,1501-65535
53,2011-01-20,62.6244015114,5.16284456004,1.53357228875,1.53077277745,1.12747305373,2.0171719188,0.747820341256,0.804611440058,0.435664200533,0.593042803358,0.817386425156,0.48457414348,0.873217185271,1.09125304744,20.1561943032,0.0
28,2011-02-17,63.8533453711,5.53901803778,1.23310534011,1.01255695891,0.848219068868,1.12017227905,0.656091058632,0.579554979927,0.966036573453,0.376141541719,1.03940170294,0.458861956172,0.849814391146,1.4283649089,20.0393158313,0.0
29,2011-03-24,64.0106749961,5.01787227138,1.02050591556,0.889166954006,0.804369228177,1.54852973069,0.684404239418,0.578559203167,0.559212527908,0.330656523184,0.930653090709,0.478050104768,0.532049171759,1.55441174406,21.0608842991,0.0
30,2011-04-13,65.1408623607,6.263756562,1.06084703403,0.753168191407,0.849748765837,1.31149601427,0.637365640163,0.51866261856,0.681877683094,0.422667226746,1.20341532929,0.512098396167,0.693530449977,1.60235721735,18.3481465104,0.0
31,2011-05-19,58.2778819214,6.65063170693,1.15799382729,0.784418573444,0.951545414991,2.05527384811,0.693881368407,0.535314186263,0.611558183319,1.03061552287,1.17037585241,0.581650204741,1.03826025431,0.891282159718,23.5693169758,0.0
32,2011-07-21,58.3979099671,7.81281353402,1.25113778447,1.1844951638,0.922202840232,1.92313096805,0.890071896343,0.574955943016,0.93655883856,0.822086757129,1.44542706857,0.537347523456,0.89445745693,1.60021050691,20.8071937514,0.0
33,2011-08-25,61.1668478957,6.01224551614,0.94298254725,0.930065495495,0.959109977365,2.80583291756,0.805502815124,0.971724875862,0.461841253966,0.803161127379,1.83652526775,0.565442052104,0.445033979022,1.05564794311,20.2380363362,0.0
54,2011-09-15,47.1977777932,5.19889156827,1.08553101432,1.12832408664,0.59642040453,1.13949249546,0.414123504097,0.751335541868,0.501809200108,0.642156133589,1.12070329003,0.479636623775,0.672631107949,2.94258008967,36.1285871465,0.0
55,2011-10-20,42.2035549895,6.13047370081,1.19070674076,1.17405901943,0.722666212056,0.994152129096,0.435526137957,0.64308171401,0.368352913587,0.486926529538,1.01790659486,0.549493479555,0.775979214856,1.70225434489,41.6048662791,0.0
56,2011-11-17,44.705034112,5.55326875428,4.23854748482,1.27714247049,0.681849864699,0.828214582109,0.613203932462,0.63953932326,0.493069305047,0.568569979788,0.846482572785,0.530097822407,0.861183923407,1.16995304807,36.9938428244,0.0
