,Date,TCP,IPv4,IPv6,HOPOPT,ESP,RSVP,GRE,AH,ICMP,PNNI,UDP,IGMP,SKIP,MTP,XNS-IDP,unknown,ENCAP,EMCON,Compaq-Peer,ETHERIP,SCPS,IFMP,A/N,SCC-SP,SWIPE (deprecated),FC,AX.25,IPTM,VISA,BNA,HIP,MICP (deprecated),MERIT-INP,DCN-MEAS,MFE-NSP,IPComp,GMTP,OSPFIGP,ISO-TP4,STP,PRM,RDP,VMTP,DCCP,I-NLSP,Sprite-RPC,NARP,DSR,CRTP,MUX,XTP,IRTP,ST,IPCV,NSFNET-IGP,WSN,UDPLite,IPLT,IGP,SNP,VRRP,MPLS-in-IP,TLSP,EGP,TRUNK-2,SSCOPMCE,ISIS over IPv4,TP++,EIGRP,IDRP,BR-SAT-MON,TTP,SECURE-VMTP,SPS,DDP,QNX,ARGUS (deprecated),SCTP,LEAF-1,BBN-RCC-MON,IPv6-Route,Shim6,TCF,RSVP-E2E-IGNORE,IPPC,CPHB,manet,SDRP,IPIP,VINES,LARP,LEAF-2,IDPR,PIM,ARIS
19,2009-11-19,83.9465645025,0.0,0.000823824402578,0.0,0.137148039747,0.0137990587432,0.0193598734606,0.0,0.593265909547,3.74465637535e-05,15.2890013451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2009-12-17,73.0268792758,0.0,0.00097465072695,9.94541558112e-05,0.100011099084,0.014460634255,0.0223572942264,0.0,0.859283906209,3.97816623245e-05,25.9756552139,0.0,0.0,0.000238689973947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2010-01-21,77.7432208183,0.0,0.00180084519668,6.66979702474e-05,0.0997301400124,0.0111552355239,0.0034516199603,0.0,0.584057450964,3.33489851237e-05,21.5564171451,0.0,0.0,6.66979702474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2010-02-25,75.5865691833,0.0,0.00195772940066,2.47813848185e-05,0.0380146443115,0.0163557139802,0.000718660159736,0.0,0.590936902381,4.9562769637e-05,23.7652736968,0.0,0.0,9.91255392739e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2010-03-25,85.6611867471,0.0,0.00867688838145,0.0,0.176639460761,0.0178641819618,0.012681606096,0.0,0.345505057723,7.85238767552e-05,13.7773675341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2010-04-14,76.9450101441,0.0,0.000640817786026,0.0,0.134411530619,0.0140979912926,0.326144212198,0.0,0.174110192463,6.40817786026e-05,22.4010353052,0.0,0.0,0.0,3.20408893013e-05,0.0025312302548,0.00192245335808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2010-06-17,84.7057142324,0.0,0.00254999237033,0.0,0.508853413797,8.12099480995e-06,0.0423374529426,0.0,0.25320449718,0.0,14.4828170172,0.0,0.0,0.0,0.0,0.00351909775098,0.000960984385844,0.0,0.0,0.0,0.0,0.0,0.0,3.51909775098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2010-07-15,84.7034779243,0.000903798416199,0.000662785505212,0.0,0.498233940236,5.02110231222e-06,0.145225342176,0.0,0.262781900061,0.0,14.3881368826,0.0,0.0,0.0,0.0,0.000165696376303,0.000371561571104,0.0,0.0,0.0,0.0,0.0,0.0,3.26371650294e-05,2.51055115611e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2010-08-19,85.1809094416,0.0,0.000393423048542,0.0,0.110281398294,0.00499155492837,0.00125403596723,0.0,0.285182532312,4.91778810677e-05,14.3672195982,0.0,0.0,0.0,0.0,0.0456616625714,0.00403258624755,2.45889405339e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2010-09-16,87.2241150367,0.0,0.00612781666425,0.0,1.38501977953,0.00575481912817,0.0,0.0,0.37334389094,5.32853622978e-05,10.9996174111,0.0,0.0,0.0,0.0,0.002504412028,0.00346354854936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2010-10-29,73.9390813343,0.0,0.00154518791692,0.0,0.169455608223,0.00901359618206,0.0,0.0,0.6131820717,7.35803769964e-05,25.2584878644,0.0,0.0,0.0,0.0,0.00581284978272,0.00334790715334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2010-12-17,82.644408942,0.00282318986405,0.0141558732173,0.0,0.235277228832,2.85170693339e-06,0.0572223513253,0.0,0.254044312161,0.0,16.7900947214,0.0,0.0,0.0,0.0,0.000778515992814,0.00119201349816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2011-01-20,78.0158027806,0.000804416537372,0.0111023656898,0.0,0.118270493105,7.08737037332e-06,0.0166588640625,0.0,0.295862276234,0.0,21.5391918647,0.0,0.0,0.0,0.0,0.00170805625997,0.000460679074266,0.0,8.15047592932e-05,0.0,0.0,0.0,0.0,4.96115926133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2011-02-17,80.2121345333,0.0,0.000748422797431,0.0,0.0306262486844,0.0,0.0427782714742,0.0,0.335214631902,0.0,19.3733180182,0.0,0.0,0.0,0.0,0.0030921678736,0.0020877056981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2011-03-24,84.7121011894,0.0,0.00366650700459,0.0,0.0424066639935,0.0,0.00358849621726,0.0,0.251537982672,0.0,14.9799122223,0.0,0.0,0.0,0.0,0.00422818467338,0.00255875382448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2011-04-13,75.9151556446,0.0,0.000737838951129,2.54427224527e-05,1.50888065506,0.0,0.0805134952016,0.0,5.61308437799,0.0,16.6496412449,0.0,0.0,0.0,0.0,0.229327978828,0.00263332177386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2011-05-19,80.0273055168,0.0,0.00115890875525,0.0,0.077504564474,0.0,0.0417817103867,0.0,0.34252869824,0.0,19.4976435522,0.0,0.0,0.0,0.0,0.0082140199495,0.00361904839359,0.0,0.000243980790579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2011-07-21,76.4448497856,0.0,0.00757180460448,0.0,0.10000868162,0.0,0.00392015415693,0.0,0.301171660686,0.0,23.1266898952,0.0,0.0,0.0,0.0,0.00732120114239,0.00719589941135,0.0,0.00075181038626,0.000519107171466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2011-08-25,80.5178000372,0.0,0.00494775959025,0.0,0.183104873996,0.00392799234646,0.00101976724379,0.0,0.267405632817,3.77691571775e-05,19.0093301149,0.0,0.0,0.0,0.0,0.0080448304788,0.00411683813235,0.0,0.000264384100242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2011-09-15,81.2216673482,0.00240339778034,0.0269848466044,0.0,0.56598375314,0.0,0.182874482359,0.0,0.214718134271,0.0,17.7787244768,0.0,0.0,0.0,0.0,0.00492997654032,0.0015110200168,0.0,0.000202564277614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2011-10-20,83.4408052485,0.0105897391803,0.0237379063564,0.0,0.215495810512,0.0,0.313400529741,0.0,0.212098372688,0.0,15.7753305002,0.0,0.0,0.0,0.0,0.00616285837622,0.00218308149377,0.0,0.000195952953297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2011-11-17,79.3852315014,0.0,0.0233801747531,0.0,0.609684847609,0.0,0.267966762447,0.000152856002309,0.213550025625,0.0,19.48962264,0.0,0.0,0.0,0.0,0.00711289930743,0.00271064644094,0.0,0.000587646408876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2011-12-22,83.697088127,0.0,0.00997755321655,0.0,0.343473202542,0.0,0.305308383666,0.000288074736212,0.202052230864,0.0,15.4335226538,0.0,0.0,0.0,0.0,0.00646304143477,0.00153526888828,0.0,0.000291463850755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2012-01-19,86.2780822915,0.0,0.0836595184913,0.0,0.44404941846,0.0,0.18839219137,8.0007023921e-05,0.187665171022,0.0,12.8023413255,0.0,0.0,0.0,0.0,0.00670319717808,0.00849813736691,0.0,0.00052874207113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2012-02-16,86.2530238676,0.0,0.0171035057137,0.0,0.408736658832,0.0,0.250869568467,9.90072689652e-06,0.282497440538,0.0,12.7775118058,0.0,0.0,0.0,0.0,0.00870273894204,0.00134154849448,0.0,0.000202964901379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2012-03-15,87.6564215322,0.0,0.00534224546888,0.0,0.305482854038,0.0,0.412662001923,6.68477013833e-05,0.317203484347,0.0,11.2937854533,0.0,0.0,0.0,0.0,0.00743680677889,0.00125339440094,0.0,0.000278532089097,0.0,0.0,0.0,0.0,6.68477013833e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2012-05-17,91.0119729168,0.0,0.00219818714554,0.0,0.190882126706,0.0,0.36555728039,0.0,0.14806922377,9.52133791853e-05,8.2196799514,0.0,0.0,0.0,0.0,0.00945924223646,0.0517298428826,0.0,0.00035601524391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2012-06-21,87.7714240536,0.0,0.0881024111255,0.0,0.249520895952,0.00175004569671,0.248998205313,0.0,0.164817909875,0.00176166104426,11.3756880787,0.0,0.0,0.0,0.0,0.0581077119829,0.00781712889749,0.0,0.00039879359903,0.0,0.0,0.00263668389261,0.0026328121101,0.0,0.0,0.000886638195901,0.000886638195901,0.000886638195901,0.000886638195901,0.000886638195901,0.00175004569671,0.00175004569671,0.000882766413386,0.00175004569671,0.00175004569671,0.00175004569671,0.00175004569671,0.00175004569671,0.000886638195901,0.00175004569671,0.00175004569671,0.000886638195901,0.00175391747923,0.00175004569671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2012-07-19,91.7576076507,2.47570736901e-05,0.00085164333494,0.0,0.0847979288034,0.0,0.24164389346,0.0,0.122423729398,0.0025004644427,7.58829065676,0.0,0.0,0.0,0.0,0.09261126126,0.0233706775635,0.00461471853584,0.00464442702427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046097671211,0.0,0.0,0.0,0.0,0.00236182483004,0.0,0.0,0.0,0.00236182483004,0.0,0.0,0.0,0.00461966995058,0.0023568734153,0.0046097671211,0.00461966995058,0.00461966995058,0.00461471853584,0.00461966995058,0.00461966995058,0.00461966995058,0.00461966995058,0.0023568734153,0.0023568734153,0.00235192200056,0.00461471853584,0.00461471853584,0.00235192200056,0.0023568734153,0.00236182483004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2012-08-16,89.2953720106,6.41602713312e-06,0.000352881492322,0.0,0.069594646313,0.0,0.185025390465,5.77442441981e-05,0.139048140029,0.00436931447766,10.257129345,0.0,0.0,0.0,0.0,0.0192737455079,0.0294816446767,0.0,0.00028872122099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2012-09-20,93.1039921184,0.0,1.13463544475e-05,0.0,0.0248995748351,2.2692708895e-05,0.579021486989,0.0,0.109452608178,0.000850976583564,6.12521031177,0.0,0.0,0.0,0.0,0.0140184209199,0.042265170317,0.0,0.000255292975069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
